epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,3258.74,0.01048,0.71207,1.07393,0.83634,0.77596,0.84565,0.75426,0.00785,0.66429,1.01986,0.00798589,0.00798589,0.00798589
104,3288.66,0.01056,0.69963,1.07823,0.82574,0.78597,0.84728,0.75544,0.00784,0.66256,1.01894,0.00796614,0.00796614,0.00796614
105,3318.5,0.01049,0.6978,1.07725,0.82364,0.7871,0.84886,0.75679,0.00781,0.65562,1.0172,0.0079464,0.0079464,0.0079464
106,3351.69,0.01054,0.71476,1.07776,0.82849,0.78209,0.8489,0.75785,0.00781,0.65618,1.01794,0.00792665,0.00792665,0.00792665
107,3389.65,0.01053,0.70143,1.07641,0.83764,0.77565,0.8498,0.7592,0.00781,0.65274,1.01704,0.0079069,0.0079069,0.0079069
108,3419.74,0.01047,0.6969,1.07225,0.83569,0.77857,0.85043,0.76011,0.0078,0.65303,1.01698,0.00788716,0.00788716,0.00788716
109,3449.44,0.01049,0.6874,1.07652,0.84029,0.77632,0.85071,0.7605,0.0078,0.65271,1.0166,0.00786741,0.00786741,0.00786741
110,3486.67,0.0105,0.69001,1.07624,0.82739,0.7874,0.85099,0.76052,0.00782,0.65126,1.01756,0.00784766,0.00784766,0.00784766
111,3520.27,0.01045,0.68045,1.07186,0.83693,0.78198,0.85154,0.76011,0.00783,0.65016,1.01777,0.00782792,0.00782792,0.00782792
112,3550.15,0.01045,0.69168,1.07376,0.80325,0.80962,0.85076,0.75909,0.00785,0.65058,1.01845,0.00780817,0.00780817,0.00780817
113,3580.44,0.01042,0.68978,1.07553,0.808,0.80796,0.85024,0.75881,0.00783,0.65243,1.01817,0.00778843,0.00778843,0.00778843
114,3610.33,0.01045,0.68679,1.07119,0.80757,0.80896,0.85061,0.76016,0.00782,0.65184,1.01763,0.00776868,0.00776868,0.00776868
115,3652.58,0.01035,0.67519,1.06705,0.80366,0.81272,0.85035,0.75979,0.00782,0.6517,1.01798,0.00774893,0.00774893,0.00774893
